,index,Tanggal,Musim,Tahun,Bulan,Hari,Jam,Kategori_Jam,Libur,Kerja,Cuaca,Suhu,Suhu_Terasa,Kategori_Suhu_Terasa,Kelembapan,Kategori_Kelembapan,Kecepatan_Angin,Kategori_Angin,Non_member,Member,Total
3112,3207,2011-05-14,Musim Panas,2011,Mei,Jumat,14,Siang,Tidak,Tidak,Kabut/Berawan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,8.9981,Tenang,57,159,216
3113,3208,2011-05-14,Musim Panas,2011,Mei,Jumat,15,Siang,Tidak,Tidak,Kabut/Berawan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,11.0014,Sepoi Sepoi,73,221,294
3114,3209,2011-05-14,Musim Panas,2011,Mei,Jumat,16,Sore,Tidak,Tidak,Kabut/Berawan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,107,188,295
3115,3210,2011-05-14,Musim Panas,2011,Mei,Jumat,17,Sore,Tidak,Tidak,Kabut/Berawan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,78,194,272
3116,3211,2011-05-14,Musim Panas,2011,Mei,Jumat,18,Sore,Tidak,Tidak,Kabut/Berawan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,88,216,304
3117,3212,2011-05-14,Musim Panas,2011,Mei,Jumat,19,Malam,Tidak,Tidak,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,8.9981,Tenang,69,179,248
3118,3213,2011-05-14,Musim Panas,2011,Mei,Jumat,20,Malam,Tidak,Tidak,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,8.9981,Tenang,42,115,157
3119,3214,2011-05-14,Musim Panas,2011,Mei,Jumat,21,Malam,Tidak,Tidak,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,15,44,59
3120,3215,2011-05-14,Musim Panas,2011,Mei,Jumat,22,Malam,Tidak,Tidak,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,11.0014,Sepoi Sepoi,7,19,26
3121,3216,2011-05-14,Musim Panas,2011,Mei,Jumat,23,Malam,Tidak,Tidak,Hujan/Salju Ringan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,11,33,44
3122,3217,2011-05-15,Musim Panas,2011,Mei,Sabtu,0,Dini Hari,Tidak,Tidak,Kabut/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,0.0,Tenang,5,34,39
3123,3218,2011-05-15,Musim Panas,2011,Mei,Sabtu,1,Dini Hari,Tidak,Tidak,Kabut/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,7.0015,Tenang,4,43,47
3124,3219,2011-05-15,Musim Panas,2011,Mei,Sabtu,2,Dini Hari,Tidak,Tidak,Kabut/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,8.9981,Tenang,13,37,50
3125,3220,2011-05-15,Musim Panas,2011,Mei,Sabtu,3,Dini Hari,Tidak,Tidak,Kabut/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,0.0,Tenang,11,21,32
3126,3221,2011-05-15,Musim Panas,2011,Mei,Sabtu,4,Dini Hari,Tidak,Tidak,Kabut/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,0.0,Tenang,5,8,13
3127,3222,2011-05-15,Musim Panas,2011,Mei,Sabtu,5,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,7.0015,Tenang,3,11,14
3128,3223,2011-05-15,Musim Panas,2011,Mei,Sabtu,6,Pagi,Tidak,Tidak,Kabut/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,8.9981,Tenang,3,14,17
3129,3224,2011-05-15,Musim Panas,2011,Mei,Sabtu,7,Pagi,Tidak,Tidak,Kabut/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,8.9981,Tenang,4,38,42
3130,3225,2011-05-15,Musim Panas,2011,Mei,Sabtu,8,Pagi,Tidak,Tidak,Kabut/Berawan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,8.9981,Tenang,24,46,70
3131,3226,2011-05-15,Musim Panas,2011,Mei,Sabtu,9,Pagi,Tidak,Tidak,Cerah/Berawan,23.779999999999998,27.275,Hangat,83.0,Sangat Lembap,16.997899999999998,Sepoi Sepoi,36,98,134
3132,3227,2011-05-15,Musim Panas,2011,Mei,Sabtu,10,Pagi,Tidak,Tidak,Cerah/Berawan,23.779999999999998,27.275,Hangat,83.0,Sangat Lembap,15.001299999999999,Sepoi Sepoi,73,153,226
3133,3228,2011-05-15,Musim Panas,2011,Mei,Sabtu,11,Pagi,Tidak,Tidak,Cerah/Berawan,24.599999999999998,28.79,Hangat,78.0,Sangat Lembap,15.001299999999999,Sepoi Sepoi,120,202,322
3134,3229,2011-05-15,Musim Panas,2011,Mei,Sabtu,12,Siang,Tidak,Tidak,Cerah/Berawan,25.419999999999998,29.544999999999998,Hangat,73.0,Lembap,19.999499999999998,Sepoi Sepoi,120,247,367
3135,3230,2011-05-15,Musim Panas,2011,Mei,Sabtu,13,Siang,Tidak,Tidak,Cerah/Berawan,25.419999999999998,29.544999999999998,Hangat,73.0,Lembap,19.0012,Sepoi Sepoi,195,261,456
3136,3231,2011-05-15,Musim Panas,2011,Mei,Sabtu,14,Siang,Tidak,Tidak,Cerah/Berawan,26.240000000000002,30.305,Hangat,73.0,Lembap,12.998000000000001,Sepoi Sepoi,183,254,437
3137,3232,2011-05-15,Musim Panas,2011,Mei,Sabtu,15,Siang,Tidak,Tidak,Cerah/Berawan,27.060000000000002,31.06,Hangat,69.0,Lembap,16.997899999999998,Sepoi Sepoi,206,253,459
3138,3233,2011-05-15,Musim Panas,2011,Mei,Sabtu,16,Sore,Tidak,Tidak,Cerah/Berawan,26.240000000000002,30.305,Hangat,69.0,Lembap,16.997899999999998,Sepoi Sepoi,158,282,440
3139,3234,2011-05-15,Musim Panas,2011,Mei,Sabtu,17,Sore,Tidak,Tidak,Hujan/Salju Ringan,22.96,26.515,Hangat,78.0,Sangat Lembap,23.9994,Sedang,137,255,392
3140,3235,2011-05-15,Musim Panas,2011,Mei,Sabtu,18,Sore,Tidak,Tidak,Cerah/Berawan,22.96,26.515,Hangat,78.0,Sangat Lembap,16.997899999999998,Sepoi Sepoi,60,177,237
3141,3236,2011-05-15,Musim Panas,2011,Mei,Sabtu,19,Malam,Tidak,Tidak,Cerah/Berawan,22.96,26.515,Hangat,83.0,Sangat Lembap,7.0015,Tenang,78,153,231
3142,3237,2011-05-15,Musim Panas,2011,Mei,Sabtu,20,Malam,Tidak,Tidak,Cerah/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,0.0,Tenang,53,138,191
3143,3238,2011-05-15,Musim Panas,2011,Mei,Sabtu,21,Malam,Tidak,Tidak,Cerah/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,0.0,Tenang,44,107,151
3144,3239,2011-05-15,Musim Panas,2011,Mei,Sabtu,22,Malam,Tidak,Tidak,Cerah/Berawan,22.96,26.515,Hangat,83.0,Sangat Lembap,0.0,Tenang,29,88,117
3145,3240,2011-05-15,Musim Panas,2011,Mei,Sabtu,23,Malam,Tidak,Tidak,Cerah/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,18,51,69
3146,3241,2011-05-16,Musim Panas,2011,Mei,Minggu,0,Dini Hari,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,7.0015,Tenang,17,21,38
3147,3242,2011-05-16,Musim Panas,2011,Mei,Minggu,1,Dini Hari,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,8.9981,Tenang,6,8,14
3148,3243,2011-05-16,Musim Panas,2011,Mei,Minggu,2,Dini Hari,Tidak,Ya,Cerah/Berawan,20.5,24.240000000000002,Nyaman,100.0,Ekstrem Lembap,6.0032,Tenang,4,9,13
3149,3244,2011-05-16,Musim Panas,2011,Mei,Minggu,3,Dini Hari,Tidak,Ya,Cerah/Berawan,20.5,24.240000000000002,Nyaman,94.0,Ekstrem Lembap,11.0014,Sepoi Sepoi,1,3,4
3150,3245,2011-05-16,Musim Panas,2011,Mei,Minggu,4,Dini Hari,Tidak,Ya,Cerah/Berawan,20.5,24.240000000000002,Nyaman,100.0,Ekstrem Lembap,8.9981,Tenang,1,5,6
3151,3246,2011-05-16,Musim Panas,2011,Mei,Minggu,5,Dini Hari,Tidak,Ya,Cerah/Berawan,20.5,24.240000000000002,Nyaman,93.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,1,20,21
3152,3247,2011-05-16,Musim Panas,2011,Mei,Minggu,6,Pagi,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,88.0,Ekstrem Lembap,11.0014,Sepoi Sepoi,11,93,104
3153,3248,2011-05-16,Musim Panas,2011,Mei,Minggu,7,Pagi,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,83.0,Sangat Lembap,19.0012,Sepoi Sepoi,27,245,272
3154,3249,2011-05-16,Musim Panas,2011,Mei,Minggu,8,Pagi,Tidak,Ya,Cerah/Berawan,22.96,26.515,Hangat,73.0,Lembap,19.999499999999998,Sepoi Sepoi,28,366,394
3155,3250,2011-05-16,Musim Panas,2011,Mei,Minggu,9,Pagi,Tidak,Ya,Cerah/Berawan,24.599999999999998,29.544999999999998,Hangat,69.0,Lembap,12.998000000000001,Sepoi Sepoi,38,156,194
3156,3251,2011-05-16,Musim Panas,2011,Mei,Minggu,10,Pagi,Tidak,Ya,Cerah/Berawan,25.419999999999998,30.305,Hangat,65.0,Lembap,6.0032,Tenang,37,75,112
3157,3252,2011-05-16,Musim Panas,2011,Mei,Minggu,11,Pagi,Tidak,Ya,Cerah/Berawan,26.240000000000002,31.06,Hangat,56.99999999999999,Nyaman,0.0,Tenang,56,129,185
3158,3253,2011-05-16,Musim Panas,2011,Mei,Minggu,12,Siang,Tidak,Ya,Cerah/Berawan,27.060000000000002,31.06,Hangat,54.0,Nyaman,6.0032,Tenang,72,137,209
3159,3254,2011-05-16,Musim Panas,2011,Mei,Minggu,13,Siang,Tidak,Ya,Cerah/Berawan,27.880000000000003,31.819999999999997,Hangat,51.0,Nyaman,0.0,Tenang,61,153,214
3160,3255,2011-05-16,Musim Panas,2011,Mei,Minggu,14,Siang,Tidak,Ya,Cerah/Berawan,27.880000000000003,31.819999999999997,Hangat,51.0,Nyaman,0.0,Tenang,76,117,193
3161,3256,2011-05-16,Musim Panas,2011,Mei,Minggu,15,Siang,Tidak,Ya,Cerah/Berawan,29.52,33.335,Hangat,51.0,Nyaman,0.0,Tenang,55,110,165
3162,3257,2011-05-16,Musim Panas,2011,Mei,Minggu,16,Sore,Tidak,Ya,Hujan/Salju Ringan,24.599999999999998,28.79,Hangat,78.0,Sangat Lembap,16.997899999999998,Sepoi Sepoi,45,181,226
3163,3258,2011-05-16,Musim Panas,2011,Mei,Minggu,17,Sore,Tidak,Ya,Cerah/Berawan,23.779999999999998,27.275,Hangat,88.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,47,227,274
3164,3259,2011-05-16,Musim Panas,2011,Mei,Minggu,18,Sore,Tidak,Ya,Hujan/Salju Ringan,23.779999999999998,27.275,Hangat,83.0,Sangat Lembap,12.998000000000001,Sepoi Sepoi,55,398,453
3165,3260,2011-05-16,Musim Panas,2011,Mei,Minggu,19,Malam,Tidak,Ya,Cerah/Berawan,23.779999999999998,27.275,Hangat,83.0,Sangat Lembap,16.997899999999998,Sepoi Sepoi,36,272,308
3166,3261,2011-05-16,Musim Panas,2011,Mei,Minggu,20,Malam,Tidak,Ya,Cerah/Berawan,23.779999999999998,27.275,Hangat,83.0,Sangat Lembap,0.0,Tenang,31,167,198
3167,3262,2011-05-16,Musim Panas,2011,Mei,Minggu,21,Malam,Tidak,Ya,Cerah/Berawan,23.779999999999998,27.275,Hangat,83.0,Sangat Lembap,0.0,Tenang,28,149,177
3168,3263,2011-05-16,Musim Panas,2011,Mei,Minggu,22,Malam,Tidak,Ya,Cerah/Berawan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,6.0032,Tenang,22,105,127
3169,3264,2011-05-16,Musim Panas,2011,Mei,Minggu,23,Malam,Tidak,Ya,Cerah/Berawan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,6.0032,Tenang,18,39,57
3170,3265,2011-05-17,Musim Panas,2011,Mei,Senin,0,Dini Hari,Tidak,Ya,Kabut/Berawan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,0.0,Tenang,13,18,31
3171,3266,2011-05-17,Musim Panas,2011,Mei,Senin,1,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,5.665966666666666,Tenang,7,6,13
3172,3267,2011-05-17,Musim Panas,2011,Mei,Senin,2,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,11.331933333333332,Sepoi Sepoi,4,4,8
3173,3268,2011-05-17,Musim Panas,2011,Mei,Senin,3,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,1,3,4
3174,3269,2011-05-17,Musim Panas,2011,Mei,Senin,4,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,2,2,4
3175,3270,2011-05-17,Musim Panas,2011,Mei,Senin,5,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,0,22,22
3176,3271,2011-05-17,Musim Panas,2011,Mei,Senin,6,Pagi,Tidak,Ya,Hujan/Salju Ringan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,0,49,49
3177,3272,2011-05-17,Musim Panas,2011,Mei,Senin,7,Pagi,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,13,138,151
3178,3273,2011-05-17,Musim Panas,2011,Mei,Senin,8,Pagi,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,19.999499999999998,Sepoi Sepoi,22,325,347
3179,3274,2011-05-17,Musim Panas,2011,Mei,Senin,9,Pagi,Tidak,Ya,Kabut/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,17,190,207
3180,3275,2011-05-17,Musim Panas,2011,Mei,Senin,10,Pagi,Tidak,Ya,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,31,73,104
3181,3276,2011-05-17,Musim Panas,2011,Mei,Senin,11,Pagi,Tidak,Ya,Kabut/Berawan,22.96,26.515,Hangat,83.0,Sangat Lembap,27.999299999999998,Sedang,26,104,130
3182,3277,2011-05-17,Musim Panas,2011,Mei,Senin,12,Siang,Tidak,Ya,Hujan/Salju Ringan,22.96,26.515,Hangat,83.0,Sangat Lembap,27.999299999999998,Sedang,38,115,153
3183,3278,2011-05-17,Musim Panas,2011,Mei,Senin,13,Siang,Tidak,Ya,Kabut/Berawan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,22.0028,Sedang,31,141,172
3184,3279,2011-05-17,Musim Panas,2011,Mei,Senin,14,Siang,Tidak,Ya,Cerah/Berawan,25.419999999999998,29.544999999999998,Hangat,73.0,Lembap,31.0009,Sedang,61,123,184
3185,3280,2011-05-17,Musim Panas,2011,Mei,Senin,15,Siang,Tidak,Ya,Cerah/Berawan,25.419999999999998,30.305,Hangat,69.0,Lembap,30.002599999999997,Sedang,79,131,210
3186,3281,2011-05-17,Musim Panas,2011,Mei,Senin,16,Sore,Tidak,Ya,Cerah/Berawan,25.419999999999998,30.305,Hangat,61.0,Lembap,22.0028,Sedang,73,217,290
3187,3282,2011-05-17,Musim Panas,2011,Mei,Senin,17,Sore,Tidak,Ya,Cerah/Berawan,25.419999999999998,30.305,Hangat,65.0,Lembap,27.999299999999998,Sedang,83,521,604
3188,3283,2011-05-17,Musim Panas,2011,Mei,Senin,18,Sore,Tidak,Ya,Cerah/Berawan,24.599999999999998,29.544999999999998,Hangat,69.0,Lembap,19.999499999999998,Sepoi Sepoi,54,426,480
3189,3284,2011-05-17,Musim Panas,2011,Mei,Senin,19,Malam,Tidak,Ya,Cerah/Berawan,24.599999999999998,29.544999999999998,Hangat,69.0,Lembap,16.997899999999998,Sepoi Sepoi,51,298,349
3190,3285,2011-05-17,Musim Panas,2011,Mei,Senin,20,Malam,Tidak,Ya,Cerah/Berawan,23.779999999999998,27.275,Hangat,83.0,Sangat Lembap,27.999299999999998,Sedang,30,253,283
3191,3286,2011-05-17,Musim Panas,2011,Mei,Senin,21,Malam,Tidak,Ya,Cerah/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,23,151,174
3192,3287,2011-05-17,Musim Panas,2011,Mei,Senin,22,Malam,Tidak,Ya,Kabut/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,19.0012,Sepoi Sepoi,12,86,98
3193,3288,2011-05-17,Musim Panas,2011,Mei,Senin,23,Malam,Tidak,Ya,Kabut/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,7,49,56
3194,3289,2011-05-18,Musim Panas,2011,Mei,Selasa,0,Dini Hari,Tidak,Ya,Kabut/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,8,15,23
3195,3290,2011-05-18,Musim Panas,2011,Mei,Selasa,1,Dini Hari,Tidak,Ya,Kabut/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,3,9,12
3196,3291,2011-05-18,Musim Panas,2011,Mei,Selasa,2,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,1,5,6
3197,3292,2011-05-18,Musim Panas,2011,Mei,Selasa,3,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,19.999499999999998,Sepoi Sepoi,6,3,9
3198,3293,2011-05-18,Musim Panas,2011,Mei,Selasa,4,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,19.999499999999998,Sepoi Sepoi,1,2,3
3199,3294,2011-05-18,Musim Panas,2011,Mei,Selasa,5,Dini Hari,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,0,9,9
3200,3295,2011-05-18,Musim Panas,2011,Mei,Selasa,6,Pagi,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,100.0,Ekstrem Lembap,8.9981,Tenang,2,99,101
3201,3296,2011-05-18,Musim Panas,2011,Mei,Selasa,7,Pagi,Tidak,Ya,Cerah/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,14,260,274
3202,3297,2011-05-18,Musim Panas,2011,Mei,Selasa,8,Pagi,Tidak,Ya,Cerah/Berawan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,19.0012,Sepoi Sepoi,25,428,453
3203,3298,2011-05-18,Musim Panas,2011,Mei,Selasa,9,Pagi,Tidak,Ya,Hujan/Salju Ringan,22.96,26.515,Hangat,83.0,Sangat Lembap,16.997899999999998,Sepoi Sepoi,26,176,202
3204,3299,2011-05-18,Musim Panas,2011,Mei,Selasa,10,Pagi,Tidak,Ya,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,19.0012,Sepoi Sepoi,33,73,106
3205,3300,2011-05-18,Musim Panas,2011,Mei,Selasa,11,Pagi,Tidak,Ya,Kabut/Berawan,22.14,25.759999999999998,Hangat,94.0,Ekstrem Lembap,6.0032,Tenang,6,17,23
3206,3301,2011-05-18,Musim Panas,2011,Mei,Selasa,12,Siang,Tidak,Ya,Cerah/Berawan,22.96,26.515,Hangat,94.0,Ekstrem Lembap,19.999499999999998,Sepoi Sepoi,12,42,54
3207,3302,2011-05-18,Musim Panas,2011,Mei,Selasa,13,Siang,Tidak,Ya,Kabut/Berawan,22.96,26.515,Hangat,83.0,Sangat Lembap,22.0028,Sedang,30,92,122
3208,3303,2011-05-18,Musim Panas,2011,Mei,Selasa,14,Siang,Tidak,Ya,Kabut/Berawan,23.779999999999998,27.275,Hangat,78.0,Sangat Lembap,19.0012,Sepoi Sepoi,44,94,138
3209,3304,2011-05-18,Musim Panas,2011,Mei,Selasa,15,Siang,Tidak,Ya,Cerah/Berawan,24.599999999999998,28.79,Hangat,78.0,Sangat Lembap,16.997899999999998,Sepoi Sepoi,34,133,167
3210,3305,2011-05-18,Musim Panas,2011,Mei,Selasa,16,Sore,Tidak,Ya,Cerah/Berawan,24.599999999999998,29.544999999999998,Hangat,73.0,Lembap,12.998000000000001,Sepoi Sepoi,53,241,294
3211,3306,2011-05-18,Musim Panas,2011,Mei,Selasa,17,Sore,Tidak,Ya,Cerah/Berawan,24.599999999999998,29.544999999999998,Hangat,69.0,Lembap,8.9981,Tenang,78,487,565
3212,3307,2011-05-18,Musim Panas,2011,Mei,Selasa,18,Sore,Tidak,Ya,Cerah/Berawan,24.599999999999998,29.544999999999998,Hangat,73.0,Lembap,15.001299999999999,Sepoi Sepoi,58,431,489
3213,3308,2011-05-18,Musim Panas,2011,Mei,Selasa,19,Malam,Tidak,Ya,Hujan/Salju Ringan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,8.9981,Tenang,43,288,331
3214,3309,2011-05-18,Musim Panas,2011,Mei,Selasa,20,Malam,Tidak,Ya,Hujan/Salju Ringan,22.96,26.515,Hangat,88.0,Ekstrem Lembap,8.9981,Tenang,24,189,213
3215,3310,2011-05-18,Musim Panas,2011,Mei,Selasa,21,Malam,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,88.0,Ekstrem Lembap,0.0,Tenang,11,74,85
3216,3311,2011-05-18,Musim Panas,2011,Mei,Selasa,22,Malam,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,83.0,Sangat Lembap,0.0,Tenang,14,103,117
3217,3312,2011-05-18,Musim Panas,2011,Mei,Selasa,23,Malam,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,6.0032,Tenang,10,49,59
3218,3313,2011-05-19,Musim Panas,2011,Mei,Rabu,0,Dini Hari,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,94.0,Ekstrem Lembap,7.0015,Tenang,6,23,29
3219,3314,2011-05-19,Musim Panas,2011,Mei,Rabu,1,Dini Hari,Tidak,Ya,Cerah/Berawan,20.5,24.240000000000002,Nyaman,94.0,Ekstrem Lembap,0.0,Tenang,2,4,6
3220,3315,2011-05-19,Musim Panas,2011,Mei,Rabu,2,Dini Hari,Tidak,Ya,Cerah/Berawan,20.5,24.240000000000002,Nyaman,94.0,Ekstrem Lembap,0.0,Tenang,3,12,15
3221,3316,2011-05-19,Musim Panas,2011,Mei,Rabu,3,Dini Hari,Tidak,Ya,Cerah/Berawan,19.68,23.485,Nyaman,100.0,Ekstrem Lembap,0.0,Tenang,1,3,4
3222,3317,2011-05-19,Musim Panas,2011,Mei,Rabu,4,Dini Hari,Tidak,Ya,Cerah/Berawan,19.68,23.485,Nyaman,94.0,Ekstrem Lembap,0.0,Tenang,2,3,5
3223,3318,2011-05-19,Musim Panas,2011,Mei,Rabu,5,Dini Hari,Tidak,Ya,Cerah/Berawan,19.68,23.485,Nyaman,94.0,Ekstrem Lembap,0.0,Tenang,2,24,26
3224,3319,2011-05-19,Musim Panas,2011,Mei,Rabu,6,Pagi,Tidak,Ya,Kabut/Berawan,20.5,24.240000000000002,Nyaman,94.0,Ekstrem Lembap,0.0,Tenang,17,86,103
3225,3320,2011-05-19,Musim Panas,2011,Mei,Rabu,7,Pagi,Tidak,Ya,Kabut/Berawan,20.5,24.240000000000002,Nyaman,100.0,Ekstrem Lembap,0.0,Tenang,18,239,257
3226,3321,2011-05-19,Musim Panas,2011,Mei,Rabu,8,Pagi,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,88.0,Ekstrem Lembap,0.0,Tenang,34,453,487
3227,3322,2011-05-19,Musim Panas,2011,Mei,Rabu,9,Pagi,Tidak,Ya,Kabut/Berawan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,6.0032,Tenang,40,176,216
3228,3323,2011-05-19,Musim Panas,2011,Mei,Rabu,10,Pagi,Tidak,Ya,Kabut/Berawan,22.14,25.759999999999998,Hangat,83.0,Sangat Lembap,0.0,Tenang,35,95,130
3229,3324,2011-05-19,Musim Panas,2011,Mei,Rabu,11,Pagi,Tidak,Ya,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,88.0,Ekstrem Lembap,11.0014,Sepoi Sepoi,53,111,164
3230,3325,2011-05-19,Musim Panas,2011,Mei,Rabu,12,Siang,Tidak,Ya,Kabut/Berawan,23.779999999999998,27.275,Hangat,78.0,Sangat Lembap,7.0015,Tenang,38,130,168
3231,3326,2011-05-19,Musim Panas,2011,Mei,Rabu,13,Siang,Tidak,Ya,Hujan/Salju Ringan,23.779999999999998,27.275,Hangat,64.0,Lembap,16.997899999999998,Sepoi Sepoi,44,139,183
3232,3327,2011-05-19,Musim Panas,2011,Mei,Rabu,14,Siang,Tidak,Ya,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,73.0,Lembap,12.998000000000001,Sepoi Sepoi,43,137,180
3233,3328,2011-05-19,Musim Panas,2011,Mei,Rabu,15,Siang,Tidak,Ya,Cerah/Berawan,22.96,26.515,Hangat,78.0,Sangat Lembap,11.0014,Sepoi Sepoi,63,125,188
3234,3329,2011-05-19,Musim Panas,2011,Mei,Rabu,16,Sore,Tidak,Ya,Cerah/Berawan,23.779999999999998,27.275,Hangat,64.0,Lembap,12.998000000000001,Sepoi Sepoi,55,247,302
3235,3330,2011-05-19,Musim Panas,2011,Mei,Rabu,17,Sore,Tidak,Ya,Cerah/Berawan,22.96,26.515,Hangat,78.0,Sangat Lembap,11.0014,Sepoi Sepoi,60,487,547
3236,3331,2011-05-19,Musim Panas,2011,Mei,Rabu,18,Sore,Tidak,Ya,Cerah/Berawan,24.599999999999998,31.06,Hangat,55.00000000000001,Nyaman,11.0014,Sepoi Sepoi,59,454,513
3237,3332,2011-05-19,Musim Panas,2011,Mei,Rabu,19,Malam,Tidak,Ya,Cerah/Berawan,23.779999999999998,27.275,Hangat,60.0,Nyaman,8.9981,Tenang,65,345,410
3238,3333,2011-05-19,Musim Panas,2011,Mei,Rabu,20,Malam,Tidak,Ya,Cerah/Berawan,22.14,25.759999999999998,Hangat,77.0,Sangat Lembap,19.0012,Sepoi Sepoi,46,236,282
