index,Tanggal,Musim,Tahun,Bulan,Hari,Libur,Kerja,Cuaca,Suhu,Suhu_Terasa,Kategori_Suhu_Terasa,Kelembapan,Kategori_Kelembapan,Kecepatan_Angin,Kategori_Angin,Non_member,Member,Total
139,2011-05-19,Musim Semi,2011,Mei,Kamis,Tidak,Ya,Kabut/Berawan,21.764153,25.537100000000002,Hangat,82.9583,Sangat Lembap,7.250271000000001,Tenang,735,3840,4575
140,2011-05-20,Musim Semi,2011,Mei,Jumat,Tidak,Ya,Cerah/Berawan,22.003347,26.4521,Hangat,71.9583,Lembap,8.375871,Tenang,909,4008,4917
141,2011-05-21,Musim Semi,2011,Mei,Sabtu,Tidak,Tidak,Cerah/Berawan,24.7025,28.59875,Hangat,62.6667,Lembap,8.083549999999999,Tenang,2258,3547,5805
142,2011-05-22,Musim Semi,2011,Mei,Minggu,Tidak,Tidak,Cerah/Berawan,24.770847,28.725,Hangat,74.9583,Lembap,9.916536,Tenang,1576,3084,4660
143,2011-05-23,Musim Semi,2011,Mei,Senin,Tidak,Ya,Kabut/Berawan,25.898346999999998,29.5148,Hangat,81.0,Sangat Lembap,15.667413999999999,Sepoi Sepoi,836,3438,4274
144,2011-05-24,Musim Semi,2011,Mei,Selasa,Tidak,Ya,Kabut/Berawan,27.060000000000002,30.240650000000002,Hangat,74.0833,Lembap,13.875164,Sepoi Sepoi,659,3833,4492
145,2011-05-25,Musim Semi,2011,Mei,Rabu,Tidak,Ya,Cerah/Berawan,27.094153,30.7771,Hangat,69.625,Lembap,10.333611000000001,Sepoi Sepoi,740,4238,4978
146,2011-05-26,Musim Semi,2011,Mei,Kamis,Tidak,Ya,Cerah/Berawan,29.041653,32.7344,Hangat,67.75,Lembap,13.376014,Sepoi Sepoi,758,3919,4677
147,2011-05-27,Musim Semi,2011,Mei,Jumat,Tidak,Ya,Cerah/Berawan,27.948347000000002,31.8504,Hangat,65.375,Lembap,16.125493,Sepoi Sepoi,871,3808,4679
148,2011-05-28,Musim Semi,2011,Mei,Sabtu,Tidak,Tidak,Cerah/Berawan,26.889153,30.61895,Hangat,72.9583,Lembap,15.416164,Sepoi Sepoi,2001,2757,4758
149,2011-05-29,Musim Semi,2011,Mei,Minggu,Tidak,Tidak,Cerah/Berawan,27.3675,30.777500000000003,Hangat,81.875,Sangat Lembap,14.333846,Sepoi Sepoi,2355,2433,4788
150,2011-05-30,Musim Semi,2011,Mei,Senin,Ya,Tidak,Cerah/Berawan,30.066653000000002,33.5546,Hangat,68.5,Lembap,8.792075,Tenang,1549,2549,4098
151,2011-05-31,Musim Semi,2011,Mei,Selasa,Tidak,Ya,Cerah/Berawan,31.775000000000002,36.26915,Panas,63.6667,Lembap,7.459042999999999,Tenang,673,3309,3982
152,2011-06-01,Musim Panas,2011,Juni,Rabu,Tidak,Ya,Kabut/Berawan,31.330847000000002,36.04835,Panas,67.7083,Lembap,13.875164,Sepoi Sepoi,513,3461,3974
153,2011-06-02,Musim Panas,2011,Juni,Kamis,Tidak,Ya,Cerah/Berawan,29.314999999999998,32.1971,Hangat,30.5,Kering,19.583229000000003,Sepoi Sepoi,736,4232,4968
154,2011-06-03,Musim Panas,2011,Juni,Jumat,Tidak,Ya,Cerah/Berawan,25.419999999999998,29.356650000000002,Hangat,35.4167,Kering,16.959107,Sepoi Sepoi,898,4414,5312
155,2011-06-04,Musim Panas,2011,Juni,Sabtu,Tidak,Tidak,Cerah/Berawan,26.035,29.7348,Hangat,45.625,Nyaman,8.250514,Tenang,1869,3473,5342
156,2011-06-05,Musim Panas,2011,Juni,Minggu,Tidak,Tidak,Kabut/Berawan,26.581653000000003,30.8402,Hangat,65.25,Lembap,9.292364000000001,Tenang,1685,3221,4906
157,2011-06-06,Musim Panas,2011,Juni,Senin,Tidak,Ya,Cerah/Berawan,27.811653,31.0929,Hangat,60.0,Nyaman,8.167032,Tenang,673,3875,4548
158,2011-06-07,Musim Panas,2011,Juni,Selasa,Tidak,Ya,Cerah/Berawan,29.0075,32.7975,Hangat,59.791700000000006,Nyaman,12.583136,Sepoi Sepoi,763,4070,4833
159,2011-06-08,Musim Panas,2011,Juni,Rabu,Tidak,Ya,Cerah/Berawan,31.809153,36.36395,Panas,62.20830000000001,Lembap,9.166739,Tenang,676,3725,4401
160,2011-06-09,Musim Panas,2011,Juni,Kamis,Tidak,Ya,Kabut/Berawan,33.141653,37.87895,Panas,56.833299999999994,Nyaman,10.042161,Sepoi Sepoi,563,3352,3915
161,2011-06-10,Musim Panas,2011,Juni,Jumat,Tidak,Ya,Cerah/Berawan,30.955000000000002,35.1646,Panas,60.5,Lembap,9.417118,Tenang,815,3771,4586
162,2011-06-11,Musim Panas,2011,Juni,Sabtu,Tidak,Tidak,Cerah/Berawan,29.724999999999998,33.901900000000005,Hangat,65.45830000000001,Lembap,10.374949999999998,Sepoi Sepoi,1729,3237,4966
163,2011-06-12,Musim Panas,2011,Juni,Minggu,Tidak,Tidak,Cerah/Berawan,28.392500000000002,32.166250000000005,Hangat,74.7917,Lembap,10.958988999999999,Sepoi Sepoi,1467,2993,4460
164,2011-06-13,Musim Panas,2011,Juni,Senin,Tidak,Ya,Cerah/Berawan,26.035,30.082700000000003,Hangat,49.4583,Nyaman,20.45845,Sedang,863,4157,5020
165,2011-06-14,Musim Panas,2011,Juni,Selasa,Tidak,Ya,Cerah/Berawan,24.770847,29.5773,Hangat,50.708299999999994,Nyaman,18.041961,Sepoi Sepoi,727,4164,4891
166,2011-06-15,Musim Panas,2011,Juni,Rabu,Tidak,Ya,Cerah/Berawan,25.693347,29.3877,Hangat,47.1667,Nyaman,11.250104,Sepoi Sepoi,769,4411,5180
167,2011-06-16,Musim Panas,2011,Juni,Kamis,Tidak,Ya,Kabut/Berawan,25.761653000000003,29.767300000000002,Hangat,68.8333,Lembap,13.833556999999999,Sepoi Sepoi,545,3222,3767
168,2011-06-17,Musim Panas,2011,Juni,Jumat,Tidak,Ya,Cerah/Berawan,26.615847000000002,30.01915,Hangat,73.5833,Lembap,9.582942999999998,Tenang,863,3981,4844
169,2011-06-18,Musim Panas,2011,Juni,Sabtu,Tidak,Tidak,Cerah/Berawan,28.563347,32.197700000000005,Hangat,67.0417,Lembap,8.000336,Tenang,1807,3312,5119
170,2011-06-19,Musim Panas,2011,Juni,Minggu,Tidak,Tidak,Kabut/Berawan,28.665847,32.292300000000004,Hangat,66.6667,Lembap,6.834,Tenang,1639,3105,4744
171,2011-06-20,Musim Panas,2011,Juni,Senin,Tidak,Ya,Kabut/Berawan,26.035,29.767300000000002,Hangat,74.625,Lembap,10.416825,Sepoi Sepoi,699,3311,4010
172,2011-06-21,Musim Panas,2011,Juni,Selasa,Tidak,Ya,Kabut/Berawan,27.914153000000002,31.8823,Hangat,77.0417,Sangat Lembap,11.458675000000001,Sepoi Sepoi,774,4061,4835
173,2011-06-22,Musim Panas,2011,Juni,Rabu,Tidak,Ya,Cerah/Berawan,30.066653000000002,34.69145,Hangat,70.75,Lembap,11.541554,Sepoi Sepoi,661,3846,4507
174,2011-06-23,Musim Panas,2011,Juni,Kamis,Tidak,Ya,Kabut/Berawan,29.861653,34.69165,Hangat,70.3333,Lembap,15.999868,Sepoi Sepoi,746,4044,4790
175,2011-06-24,Musim Panas,2011,Juni,Jumat,Tidak,Ya,Cerah/Berawan,29.690847,32.82915,Hangat,57.3333,Nyaman,14.875675,Sepoi Sepoi,969,4022,4991
176,2011-06-25,Musim Panas,2011,Juni,Sabtu,Tidak,Tidak,Cerah/Berawan,28.494999999999997,32.16565,Hangat,48.3333,Nyaman,14.041257,Sepoi Sepoi,1782,3420,5202
177,2011-06-26,Musim Panas,2011,Juni,Minggu,Tidak,Tidak,Cerah/Berawan,27.880000000000003,31.88145,Hangat,51.3333,Nyaman,6.3337311,Tenang,1920,3385,5305
178,2011-06-27,Musim Panas,2011,Juni,Senin,Tidak,Ya,Kabut/Berawan,27.982499999999998,31.8502,Hangat,65.8333,Lembap,7.2083960000000005,Tenang,854,3854,4708
179,2011-06-28,Musim Panas,2011,Juni,Selasa,Tidak,Ya,Cerah/Berawan,30.510847000000002,34.6279,Hangat,63.416700000000006,Lembap,9.666960999999999,Tenang,732,3916,4648
180,2011-06-29,Musim Panas,2011,Juni,Rabu,Tidak,Ya,Cerah/Berawan,29.861653,32.7344,Hangat,49.7917,Nyaman,17.542007,Sepoi Sepoi,848,4377,5225
181,2011-06-30,Musim Panas,2011,Juni,Kamis,Tidak,Ya,Cerah/Berawan,28.563347,31.8504,Hangat,43.416700000000006,Nyaman,12.415904000000001,Sepoi Sepoi,1027,4488,5515
182,2011-07-01,Musim Panas,2011,Juli,Jumat,Tidak,Ya,Cerah/Berawan,29.622500000000002,32.6081,Hangat,39.625,Kering,6.874736,Tenang,1246,4116,5362
183,2011-07-02,Musim Panas,2011,Juli,Sabtu,Tidak,Tidak,Cerah/Berawan,30.271653,33.3654,Hangat,44.4583,Nyaman,7.709154,Tenang,2204,2915,5119
184,2011-07-03,Musim Panas,2011,Juli,Minggu,Tidak,Tidak,Kabut/Berawan,29.383347,33.42875,Hangat,68.25,Lembap,15.333486,Sepoi Sepoi,2282,2367,4649
185,2011-07-04,Musim Panas,2011,Juli,Senin,Ya,Tidak,Kabut/Berawan,29.793346999999997,33.27085,Hangat,63.7917,Lembap,5.4591064000000005,Tenang,3065,2978,6043
186,2011-07-05,Musim Panas,2011,Juli,Selasa,Tidak,Ya,Cerah/Berawan,30.613346999999997,34.816900000000004,Hangat,59.0417,Nyaman,8.459286,Tenang,1031,3634,4665
187,2011-07-06,Musim Panas,2011,Juli,Rabu,Tidak,Ya,Cerah/Berawan,29.52,34.28165,Hangat,74.33330000000001,Lembap,10.042161,Sepoi Sepoi,784,3845,4629
188,2011-07-07,Musim Panas,2011,Juli,Kamis,Tidak,Ya,Cerah/Berawan,30.75,34.34355,Hangat,65.125,Lembap,10.666400000000001,Sepoi Sepoi,754,3838,4592
189,2011-07-08,Musim Panas,2011,Juli,Jumat,Tidak,Ya,Kabut/Berawan,29.075847,33.524150000000006,Hangat,75.79169999999999,Sangat Lembap,15.083643,Sepoi Sepoi,692,3348,4040
190,2011-07-09,Musim Panas,2011,Juli,Sabtu,Tidak,Tidak,Cerah/Berawan,30.066653000000002,33.2079,Hangat,60.9167,Lembap,11.250104,Sepoi Sepoi,1988,3348,5336
191,2011-07-10,Musim Panas,2011,Juli,Minggu,Tidak,Tidak,Cerah/Berawan,30.6475,34.50125,Hangat,57.8333,Nyaman,12.292557,Sepoi Sepoi,1743,3138,4881
192,2011-07-11,Musim Panas,2011,Juli,Senin,Tidak,Ya,Cerah/Berawan,31.2625,36.4902,Panas,63.5833,Lembap,18.916579,Sepoi Sepoi,723,3363,4086
193,2011-07-12,Musim Panas,2011,Juli,Selasa,Tidak,Ya,Cerah/Berawan,32.560846999999995,36.96375,Panas,55.9167,Nyaman,13.417017999999999,Sepoi Sepoi,662,3596,4258
194,2011-07-13,Musim Panas,2011,Juli,Rabu,Tidak,Ya,Cerah/Berawan,30.613346999999997,34.4702,Hangat,63.1667,Lembap,9.790911000000001,Tenang,748,3594,4342
195,2011-07-14,Musim Panas,2011,Juli,Kamis,Tidak,Ya,Cerah/Berawan,27.914153000000002,31.7552,Hangat,47.625,Nyaman,16.124689,Sepoi Sepoi,888,4196,5084
196,2011-07-15,Musim Panas,2011,Juli,Jumat,Tidak,Ya,Cerah/Berawan,27.196652999999998,31.21855,Hangat,59.12500000000001,Nyaman,12.249811,Sepoi Sepoi,1318,4220,5538
197,2011-07-16,Musim Panas,2011,Juli,Sabtu,Tidak,Tidak,Cerah/Berawan,28.153347,31.91315,Hangat,58.5,Nyaman,13.958914,Sepoi Sepoi,2418,3505,5923
198,2011-07-17,Musim Panas,2011,Juli,Minggu,Tidak,Tidak,Cerah/Berawan,29.485847,33.49165,Hangat,60.4167,Lembap,16.417211,Sepoi Sepoi,2006,3296,5302
199,2011-07-18,Musim Panas,2011,Juli,Senin,Tidak,Ya,Cerah/Berawan,30.613346999999997,35.19625,Panas,65.125,Lembap,14.458867999999999,Sepoi Sepoi,841,3617,4458
200,2011-07-19,Musim Panas,2011,Juli,Selasa,Tidak,Ya,Cerah/Berawan,31.843347,37.37395,Panas,65.0417,Lembap,8.7502,Tenang,752,3789,4541
201,2011-07-20,Musim Panas,2011,Juli,Rabu,Tidak,Ya,Cerah/Berawan,31.501653,37.3425,Panas,70.70830000000001,Lembap,7.625739,Tenang,644,3688,4332
202,2011-07-21,Musim Panas,2011,Juli,Kamis,Tidak,Ya,Kabut/Berawan,33.415,41.31855,Panas,69.125,Lembap,14.875407,Sepoi Sepoi,632,3152,3784
203,2011-07-22,Musim Panas,2011,Juli,Jumat,Tidak,Ya,Cerah/Berawan,34.781653,42.0448,Panas,58.0417,Nyaman,8.9177,Tenang,562,2825,3387
204,2011-07-23,Musim Panas,2011,Juli,Sabtu,Tidak,Tidak,Cerah/Berawan,34.815847,40.214349999999996,Panas,50.0,Nyaman,8.791807,Tenang,987,2298,3285
205,2011-07-24,Musim Panas,2011,Juli,Minggu,Tidak,Tidak,Cerah/Berawan,34.03,39.74145,Panas,55.0833,Nyaman,11.334456999999999,Sepoi Sepoi,1050,2556,3606
206,2011-07-25,Musim Panas,2011,Juli,Senin,Tidak,Ya,Cerah/Berawan,30.476653000000002,36.0479,Panas,75.7083,Sangat Lembap,6.0841560999999995,Tenang,568,3272,3840
207,2011-07-26,Musim Panas,2011,Juli,Selasa,Tidak,Ya,Cerah/Berawan,31.638347,34.84895,Hangat,54.0833,Nyaman,13.417285999999999,Sepoi Sepoi,750,3840,4590
208,2011-07-27,Musim Panas,2011,Juli,Rabu,Tidak,Ya,Cerah/Berawan,31.775000000000002,34.53335,Hangat,40.291700000000006,Nyaman,12.292020999999998,Sepoi Sepoi,755,3901,4656
209,2011-07-28,Musim Panas,2011,Juli,Kamis,Tidak,Ya,Cerah/Berawan,31.945847,36.995,Panas,58.3333,Nyaman,11.958093,Sepoi Sepoi,606,3784,4390
210,2011-07-29,Musim Panas,2011,Juli,Jumat,Tidak,Ya,Cerah/Berawan,34.371653,39.29835,Panas,54.25,Nyaman,11.667245999999999,Sepoi Sepoi,670,3176,3846
211,2011-07-30,Musim Panas,2011,Juli,Sabtu,Tidak,Tidak,Cerah/Berawan,32.970847,36.42685,Panas,46.5833,Nyaman,11.291979,Sepoi Sepoi,1559,2916,4475
212,2011-07-31,Musim Panas,2011,Juli,Minggu,Tidak,Tidak,Cerah/Berawan,33.039153,36.4898,Panas,48.0833,Nyaman,11.042470999999999,Sepoi Sepoi,1524,2778,4302
213,2011-08-01,Musim Panas,2011,Agustus,Senin,Tidak,Ya,Cerah/Berawan,31.638347,35.1646,Panas,55.0833,Nyaman,10.500039,Sepoi Sepoi,729,3537,4266
214,2011-08-02,Musim Panas,2011,Agustus,Selasa,Tidak,Ya,Cerah/Berawan,32.116653,35.35355,Panas,49.125,Nyaman,13.79195,Sepoi Sepoi,801,4044,4845
215,2011-08-03,Musim Panas,2011,Agustus,Rabu,Tidak,Ya,Kabut/Berawan,29.998347,33.99685,Hangat,65.75,Lembap,9.084061,Tenang,467,3107,3574
216,2011-08-04,Musim Panas,2011,Agustus,Kamis,Tidak,Ya,Kabut/Berawan,29.11,33.2394,Hangat,75.75,Sangat Lembap,13.20905,Sepoi Sepoi,799,3777,4576
217,2011-08-05,Musim Panas,2011,Agustus,Jumat,Tidak,Ya,Cerah/Berawan,29.144153000000003,32.82835,Hangat,63.083299999999994,Lembap,12.374632,Sepoi Sepoi,1023,3843,4866
218,2011-08-06,Musim Panas,2011,Agustus,Sabtu,Tidak,Tidak,Kabut/Berawan,29.383347,33.807700000000004,Hangat,75.5,Sangat Lembap,15.29275,Sepoi Sepoi,1521,2773,4294
219,2011-08-07,Musim Panas,2011,Agustus,Minggu,Tidak,Tidak,Cerah/Berawan,30.442500000000003,35.7646,Panas,75.29169999999999,Sangat Lembap,13.499629,Sepoi Sepoi,1298,2487,3785
220,2011-08-08,Musim Panas,2011,Agustus,Senin,Tidak,Ya,Cerah/Berawan,31.365000000000002,35.16415,Panas,59.2083,Nyaman,12.875725000000001,Sepoi Sepoi,846,3480,4326
221,2011-08-09,Musim Panas,2011,Agustus,Selasa,Tidak,Ya,Cerah/Berawan,31.775000000000002,36.20605,Panas,57.04169999999999,Nyaman,10.125107,Sepoi Sepoi,907,3695,4602
222,2011-08-10,Musim Panas,2011,Agustus,Rabu,Tidak,Ya,Cerah/Berawan,31.433346999999998,34.24915,Hangat,42.4167,Nyaman,13.417285999999999,Sepoi Sepoi,884,3896,4780
223,2011-08-11,Musim Panas,2011,Agustus,Kamis,Tidak,Ya,Cerah/Berawan,29.4175,32.57605,Hangat,42.375,Nyaman,11.041332,Sepoi Sepoi,812,3980,4792
224,2011-08-12,Musim Panas,2011,Agustus,Jumat,Tidak,Ya,Cerah/Berawan,29.041653,32.7021,Hangat,41.5,Nyaman,8.416607,Tenang,1051,3854,4905
225,2011-08-13,Musim Panas,2011,Agustus,Sabtu,Tidak,Tidak,Kabut/Berawan,28.119153,32.2929,Hangat,72.9583,Lembap,14.167418,Sepoi Sepoi,1504,2646,4150
226,2011-08-14,Musim Panas,2011,Agustus,Minggu,Tidak,Tidak,Kabut/Berawan,27.743347,31.219400000000004,Hangat,81.75,Sangat Lembap,14.916411,Sepoi Sepoi,1338,2482,3820
227,2011-08-15,Musim Panas,2011,Agustus,Senin,Tidak,Ya,Cerah/Berawan,27.299153,30.80835,Hangat,71.20830000000001,Lembap,13.999918,Sepoi Sepoi,775,3563,4338
228,2011-08-16,Musim Panas,2011,Agustus,Selasa,Tidak,Ya,Cerah/Berawan,28.734153000000003,32.29185,Hangat,57.8333,Nyaman,15.834043000000001,Sepoi Sepoi,721,4004,4725
229,2011-08-17,Musim Panas,2011,Agustus,Rabu,Tidak,Ya,Cerah/Berawan,29.656653,33.33355,Hangat,57.5417,Nyaman,9.625689,Tenang,668,4026,4694
230,2011-08-18,Musim Panas,2011,Agustus,Kamis,Tidak,Ya,Cerah/Berawan,29.178347000000002,33.1129,Hangat,65.45830000000001,Lembap,15.624936,Sepoi Sepoi,639,3166,3805
231,2011-08-19,Musim Panas,2011,Agustus,Jumat,Tidak,Ya,Kabut/Berawan,28.085,31.661050000000003,Hangat,72.2917,Lembap,9.333635999999998,Tenang,797,3356,4153
232,2011-08-20,Musim Panas,2011,Agustus,Sabtu,Tidak,Tidak,Cerah/Berawan,28.5975,32.4498,Hangat,67.41669999999999,Lembap,6.999289,Tenang,1914,3277,5191
233,2011-08-21,Musim Panas,2011,Agustus,Minggu,Tidak,Tidak,Cerah/Berawan,29.144153000000003,33.776250000000005,Hangat,77.0,Sangat Lembap,16.666518,Sepoi Sepoi,1249,2624,3873
234,2011-08-22,Musim Panas,2011,Agustus,Senin,Tidak,Ya,Cerah/Berawan,28.358347000000002,31.9127,Hangat,47.0,Nyaman,18.54225,Sepoi Sepoi,833,3925,4758
235,2011-08-23,Musim Panas,2011,Agustus,Selasa,Tidak,Ya,Cerah/Berawan,26.274153,30.303350000000002,Hangat,45.5417,Nyaman,9.833121,Tenang,1281,4614,5895
236,2011-08-24,Musim Panas,2011,Agustus,Rabu,Tidak,Ya,Cerah/Berawan,27.606652999999998,31.5346,Hangat,60.5,Lembap,16.958236,Sepoi Sepoi,949,4181,5130
237,2011-08-25,Musim Panas,2011,Agustus,Kamis,Tidak,Ya,Kabut/Berawan,28.050846999999997,32.2927,Hangat,77.1667,Sangat Lembap,14.125810999999999,Sepoi Sepoi,435,3107,3542
238,2011-08-26,Musim Panas,2011,Agustus,Jumat,Tidak,Ya,Cerah/Berawan,28.7,32.98665,Hangat,76.125,Sangat Lembap,5.625487499999999,Tenang,768,3893,4661
239,2011-08-27,Musim Panas,2011,Agustus,Sabtu,Tidak,Tidak,Kabut/Berawan,27.880000000000003,31.7778,Hangat,85.0,Sangat Lembap,25.166338999999997,Sedang,226,889,1115
240,2011-08-28,Musim Panas,2011,Agustus,Minggu,Tidak,Tidak,Cerah/Berawan,28.989418999999998,32.397949999999994,Hangat,56.1765,Nyaman,20.412153,Sedang,1415,2919,4334
241,2011-08-29,Musim Panas,2011,Agustus,Senin,Tidak,Ya,Cerah/Berawan,26.103347,30.3979,Hangat,55.45830000000001,Nyaman,10.708275,Sepoi Sepoi,729,3905,4634
242,2011-08-30,Musim Panas,2011,Agustus,Selasa,Tidak,Ya,Cerah/Berawan,26.205847000000002,29.7352,Hangat,54.833299999999994,Nyaman,8.375536,Tenang,775,4429,5204
243,2011-08-31,Musim Panas,2011,Agustus,Rabu,Tidak,Ya,Cerah/Berawan,26.923347,30.556050000000003,Hangat,59.791700000000006,Nyaman,5.5833311,Tenang,688,4370,5058
244,2011-09-01,Musim Gugur,2011,September,Kamis,Tidak,Ya,Cerah/Berawan,26.855,30.746050000000004,Hangat,63.916700000000006,Lembap,9.500332,Tenang,783,4332,5115
245,2011-09-02,Musim Gugur,2011,September,Jumat,Tidak,Ya,Kabut/Berawan,26.376653,30.2404,Hangat,72.70830000000001,Lembap,9.375243,Tenang,875,3852,4727
246,2011-09-03,Musim Gugur,2011,September,Sabtu,Tidak,Tidak,Cerah/Berawan,27.435847,31.66065,Hangat,71.6667,Lembap,12.416775,Sepoi Sepoi,1935,2549,4484
247,2011-09-04,Musim Gugur,2011,September,Minggu,Tidak,Tidak,Cerah/Berawan,29.075847,33.27145,Hangat,74.20830000000001,Lembap,13.833289,Sepoi Sepoi,2521,2419,4940
248,2011-09-05,Musim Gugur,2011,September,Senin,Ya,Tidak,Kabut/Berawan,27.606652999999998,31.282300000000003,Hangat,79.0417,Sangat Lembap,14.250632,Sepoi Sepoi,1236,2115,3351
249,2011-09-06,Musim Gugur,2011,September,Selasa,Tidak,Ya,Hujan/Salju Ringan,22.14,25.759999999999998,Hangat,88.6957,Ekstrem Lembap,23.044181,Sedang,204,2506,2710
250,2011-09-07,Musim Gugur,2011,September,Rabu,Tidak,Ya,Hujan/Salju Ringan,24.565847,27.21145,Hangat,91.7083,Ekstrem Lembap,6.500393600000001,Tenang,118,1878,1996
251,2011-09-08,Musim Gugur,2011,September,Kamis,Tidak,Ya,Hujan/Salju Ringan,25.990433,27.76805,Hangat,93.9565,Ekstrem Lembap,12.914116,Sepoi Sepoi,153,1689,1842
252,2011-09-09,Musim Gugur,2011,September,Jumat,Tidak,Ya,Kabut/Berawan,26.650000000000002,28.9473,Hangat,89.79169999999999,Ekstrem Lembap,8.333393000000001,Tenang,417,3127,3544
253,2011-09-10,Musim Gugur,2011,September,Sabtu,Tidak,Tidak,Cerah/Berawan,27.060000000000002,30.3981,Hangat,75.375,Sangat Lembap,10.291736,Sepoi Sepoi,1750,3595,5345
254,2011-09-11,Musim Gugur,2011,September,Minggu,Tidak,Tidak,Cerah/Berawan,26.786653,30.46145,Hangat,71.375,Lembap,7.708618,Tenang,1633,3413,5046
255,2011-09-12,Musim Gugur,2011,September,Senin,Tidak,Ya,Cerah/Berawan,26.418268,30.106500000000004,Hangat,69.2174,Lembap,5.957171000000001,Tenang,690,4023,4713
256,2011-09-13,Musim Gugur,2011,September,Selasa,Tidak,Ya,Cerah/Berawan,26.684153,30.1777,Hangat,71.25,Lembap,9.500868,Tenang,701,4062,4763
257,2011-09-14,Musim Gugur,2011,September,Rabu,Tidak,Ya,Cerah/Berawan,27.606652999999998,31.345,Hangat,69.7083,Lembap,11.2091,Sepoi Sepoi,647,4138,4785
258,2011-09-15,Musim Gugur,2011,September,Kamis,Tidak,Ya,Kabut/Berawan,23.677500000000002,27.68355,Hangat,70.9167,Lembap,18.166782,Sepoi Sepoi,428,3231,3659
259,2011-09-16,Musim Gugur,2011,September,Jumat,Tidak,Ya,Kabut/Berawan,19.235847,23.07375,Nyaman,59.0417,Nyaman,11.000261,Sepoi Sepoi,742,4018,4760
260,2011-09-17,Musim Gugur,2011,September,Sabtu,Tidak,Tidak,Kabut/Berawan,20.158347,23.9256,Nyaman,71.8333,Lembap,12.708225,Sepoi Sepoi,1434,3077,4511
261,2011-09-18,Musim Gugur,2011,September,Minggu,Tidak,Tidak,Cerah/Berawan,20.807499999999997,24.52685,Nyaman,69.5,Lembap,11.958361,Sepoi Sepoi,1353,2921,4274
262,2011-09-19,Musim Gugur,2011,September,Senin,Tidak,Ya,Kabut/Berawan,22.515846999999997,26.48375,Hangat,69.0,Lembap,10.166713999999999,Sepoi Sepoi,691,3848,4539
263,2011-09-20,Musim Gugur,2011,September,Selasa,Tidak,Ya,Kabut/Berawan,23.028347,26.610850000000003,Hangat,88.125,Ekstrem Lembap,9.041917999999999,Tenang,438,3203,3641
264,2011-09-21,Musim Gugur,2011,September,Rabu,Tidak,Ya,Kabut/Berawan,24.395,27.526650000000004,Hangat,90.0,Ekstrem Lembap,6.4590814,Tenang,539,3813,4352
265,2011-09-22,Musim Gugur,2011,September,Kamis,Tidak,Ya,Kabut/Berawan,25.761653000000003,27.74815,Hangat,90.2083,Ekstrem Lembap,8.584375,Tenang,555,4240,4795
266,2011-09-23,Musim Gugur,2011,September,Jumat,Tidak,Ya,Kabut/Berawan,24.975847,26.106249999999996,Hangat,97.25,Ekstrem Lembap,5.2505689,Tenang,258,2137,2395
267,2011-09-24,Musim Gugur,2011,September,Sabtu,Tidak,Tidak,Kabut/Berawan,24.873347,28.2206,Hangat,86.25,Ekstrem Lembap,5.2516811,Tenang,1776,3647,5423
268,2011-09-25,Musim Gugur,2011,September,Minggu,Tidak,Tidak,Kabut/Berawan,26.000847,28.631849999999996,Hangat,84.5,Sangat Lembap,3.3754064,Tenang,1544,3466,5010
269,2011-09-26,Musim Gugur,2011,September,Senin,Tidak,Ya,Kabut/Berawan,26.615847000000002,29.452099999999998,Hangat,84.8333,Sangat Lembap,7.4169,Tenang,684,3946,4630
270,2011-09-27,Musim Gugur,2011,September,Selasa,Tidak,Ya,Kabut/Berawan,26.103347,28.726249999999997,Hangat,88.5417,Ekstrem Lembap,7.917457,Tenang,477,3643,4120
271,2011-09-28,Musim Gugur,2011,September,Rabu,Tidak,Ya,Kabut/Berawan,26.035,28.757899999999996,Hangat,84.875,Sangat Lembap,9.958143000000002,Tenang,480,3427,3907
272,2011-09-29,Musim Gugur,2011,September,Kamis,Tidak,Ya,Cerah/Berawan,25.283347,28.7256,Hangat,69.91669999999999,Lembap,11.583161,Sepoi Sepoi,653,4186,4839
273,2011-09-30,Musim Gugur,2011,September,Jumat,Tidak,Ya,Cerah/Berawan,23.130847,27.24145,Hangat,64.75,Lembap,13.833825,Sepoi Sepoi,830,4372,5202
274,2011-10-01,Musim Gugur,2011,Oktober,Sabtu,Tidak,Tidak,Kabut/Berawan,16.81,20.64315,Nyaman,75.375,Sangat Lembap,19.583832,Sepoi Sepoi,480,1949,2429
275,2011-10-02,Musim Gugur,2011,Oktober,Minggu,Tidak,Tidak,Kabut/Berawan,14.623347,17.26585,Nyaman,79.1667,Sangat Lembap,14.874870999999999,Sepoi Sepoi,616,2302,2918
276,2011-10-03,Musim Gugur,2011,Oktober,Senin,Tidak,Ya,Kabut/Berawan,15.750846999999998,19.6023,Nyaman,76.0833,Sangat Lembap,5.5841686,Tenang,330,3240,3570
277,2011-10-04,Musim Gugur,2011,Oktober,Selasa,Tidak,Ya,Cerah/Berawan,19.850847,23.6429,Nyaman,71.0,Lembap,13.792218,Sepoi Sepoi,486,3970,4456
278,2011-10-05,Musim Gugur,2011,Oktober,Rabu,Tidak,Ya,Cerah/Berawan,22.071652999999998,26.3569,Hangat,64.79169999999999,Lembap,11.87575,Sepoi Sepoi,559,4267,4826
